Area_name,Area_type,Average_2018_2019,Category,Count,Type,Variation (%),Week_ending
South Lanarkshire,HSC partnership,2007,All,1995,Sex,-0.6,23 Feb 20
West Dunbartonshire,HSC partnership,357.5,All,363,Sex,1.5,23 Feb 20
West Lothian,HSC partnership,1077.5,All,1071,Sex,-0.6,23 Feb 20
Western Isles,HSC partnership,135,All,115,Sex,-14.8,23 Feb 20
Aberdeen City,HSC partnership,928.5,All,935,Sex,0.7,01 Mar 20
Aberdeenshire,HSC partnership,518,All,533,Sex,2.9,01 Mar 20
Angus,HSC partnership,199,All,205,Sex,3,01 Mar 20
Argyll & Bute,HSC partnership,219,All,237,Sex,8.2,01 Mar 20
Clackmannanshire & Stirling,HSC partnership,395,All,433,Sex,9.6,01 Mar 20
Dumfries & Galloway,HSC partnership,812,All,891,Sex,9.7,01 Mar 20
Dundee City,HSC partnership,586,All,621,Sex,6,01 Mar 20
East Ayrshire,HSC partnership,726,All,679,Sex,-6.5,01 Mar 20
East Dunbartonshire,HSC partnership,375,All,353,Sex,-5.9,01 Mar 20
East Lothian,HSC partnership,447.5,All,483,Sex,7.9,01 Mar 20
East Renfrewshire,HSC partnership,352.5,All,384,Sex,8.9,01 Mar 20
Edinburgh,HSC partnership,1983.5,All,2161,Sex,8.9,01 Mar 20
Falkirk,HSC partnership,681,All,778,Sex,14.2,01 Mar 20
Fife,HSC partnership,1244.5,All,1425,Sex,14.5,01 Mar 20
Glasgow City,HSC partnership,3145.5,All,3397,Sex,8,01 Mar 20
Highland,HSC partnership,890.5,All,979,Sex,9.9,01 Mar 20
Inverclyde,HSC partnership,533.5,All,572,Sex,7.2,01 Mar 20
Midlothian,HSC partnership,492.5,All,556,Sex,12.9,01 Mar 20
Moray,HSC partnership,433.5,All,487,Sex,12.3,01 Mar 20
NHS Ayrshire & Arran,Health board,2080,All,2086,Sex,0.3,01 Mar 20
NHS Borders,Health board,495,All,543,Sex,9.7,01 Mar 20
NHS Dumfries & Galloway,Health board,822,All,917,Sex,11.6,01 Mar 20
NHS Fife,Health board,1127.5,All,1290,Sex,14.4,01 Mar 20
NHS Forth Valley,Health board,1111,All,1259,Sex,13.3,01 Mar 20
NHS Grampian,Health board,1914,All,1998,Sex,4.4,01 Mar 20
NHS Greater Glasgow & Clyde,Health board,6378,All,6862,Sex,7.6,01 Mar 20
NHS Highland,Health board,1085.5,All,1153,Sex,6.2,01 Mar 20
NHS Lanarkshire,Health board,3620,All,3891,Sex,7.5,01 Mar 20
NHS Lothian,Health board,4052.5,All,4474,Sex,10.4,01 Mar 20
NHS Orkney,Health board,118.5,All,137,Sex,15.6,01 Mar 20
NHS Shetland,Health board,147,All,127,Sex,-13.6,01 Mar 20
NHS Tayside,Health board,1378,All,1515,Sex,9.9,01 Mar 20
NHS Western Isles,Health board,132.5,All,99,Sex,-25.3,01 Mar 20
North Ayrshire,HSC partnership,749.5,All,776,Sex,3.5,01 Mar 20
North Lanarkshire,HSC partnership,2164.5,All,2286,Sex,5.6,01 Mar 20
Orkney Islands,HSC partnership,117,All,134,Sex,14.5,01 Mar 20
Perth & Kinross,HSC partnership,494.5,All,562,Sex,13.7,01 Mar 20
Renfrewshire,HSC partnership,1071.5,All,1176,Sex,9.8,01 Mar 20
Scotland,Scotland,24461.5,All,26351,Sex,7.7,01 Mar 20
Scottish Borders,HSC partnership,497.5,All,540,Sex,8.5,01 Mar 20
Shetland Islands,HSC partnership,145,All,123,Sex,-15.2,01 Mar 20
South Ayrshire,HSC partnership,644.5,All,689,Sex,6.9,01 Mar 20
South Lanarkshire,HSC partnership,1793,All,1967,Sex,9.7,01 Mar 20
West Dunbartonshire,HSC partnership,332,All,354,Sex,6.6,01 Mar 20
West Lothian,HSC partnership,984.5,All,1094,Sex,11.1,01 Mar 20
Western Isles,HSC partnership,127.5,All,98,Sex,-23.1,01 Mar 20
Aberdeen City,HSC partnership,938.5,All,983,Sex,4.7,08 Mar 20
Aberdeenshire,HSC partnership,534.5,All,562,Sex,5.1,08 Mar 20
Angus,HSC partnership,212,All,228,Sex,7.5,08 Mar 20
Argyll & Bute,HSC partnership,284.5,All,222,Sex,-22,08 Mar 20
Clackmannanshire & Stirling,HSC partnership,423.5,All,453,Sex,7,08 Mar 20
Dumfries & Galloway,HSC partnership,816,All,896,Sex,9.8,08 Mar 20
Dundee City,HSC partnership,587.5,All,609,Sex,3.7,08 Mar 20
East Ayrshire,HSC partnership,755,All,768,Sex,1.7,08 Mar 20
East Dunbartonshire,HSC partnership,391.5,All,334,Sex,-14.7,08 Mar 20
East Lothian,HSC partnership,482.5,All,505,Sex,4.7,08 Mar 20
East Renfrewshire,HSC partnership,413,All,324,Sex,-21.5,08 Mar 20
Edinburgh,HSC partnership,2089,All,2163,Sex,3.5,08 Mar 20
Falkirk,HSC partnership,773,All,745,Sex,-3.6,08 Mar 20
Fife,HSC partnership,1390,All,1489,Sex,7.1,08 Mar 20
Glasgow City,HSC partnership,3443.5,All,3076,Sex,-10.7,08 Mar 20
Highland,HSC partnership,938.5,All,983,Sex,4.7,08 Mar 20
Inverclyde,HSC partnership,572,All,583,Sex,1.9,08 Mar 20
Midlothian,HSC partnership,542,All,557,Sex,2.8,08 Mar 20
Moray,HSC partnership,460.5,All,538,Sex,16.8,08 Mar 20
NHS Ayrshire & Arran,Health board,2140.5,All,2107,Sex,-1.6,08 Mar 20
NHS Borders,Health board,587.5,All,561,Sex,-4.5,08 Mar 20
NHS Dumfries & Galloway,Health board,830.5,All,923,Sex,11.1,08 Mar 20
NHS Fife,Health board,1272,All,1342,Sex,5.5,08 Mar 20
NHS Forth Valley,Health board,1248.5,All,1250,Sex,0.1,08 Mar 20
NHS Grampian,Health board,1950.5,All,2104,Sex,7.9,08 Mar 20
NHS Greater Glasgow & Clyde,Health board,6974.5,All,6250,Sex,-10.4,08 Mar 20
NHS Highland,Health board,1142,All,1155,Sex,1.1,08 Mar 20
NHS Lanarkshire,Health board,4027.5,All,3952,Sex,-1.9,08 Mar 20
NHS Lothian,Health board,4395,All,4544,Sex,3.4,08 Mar 20
NHS Orkney,Health board,127.5,All,133,Sex,4.3,08 Mar 20
NHS Shetland,Health board,146,All,155,Sex,6.2,08 Mar 20
NHS Tayside,Health board,1419.5,All,1523,Sex,7.3,08 Mar 20
NHS Western Isles,Health board,117,All,104,Sex,-11.1,08 Mar 20
North Ayrshire,HSC partnership,772.5,All,751,Sex,-2.8,08 Mar 20
North Lanarkshire,HSC partnership,2400.5,All,2369,Sex,-1.3,08 Mar 20
Orkney Islands,HSC partnership,126,All,129,Sex,2.4,08 Mar 20
Perth & Kinross,HSC partnership,509.5,All,594,Sex,16.6,08 Mar 20
Renfrewshire,HSC partnership,1177.5,All,1023,Sex,-13.1,08 Mar 20
Scotland,Scotland,26378.5,All,26103,Sex,-1,08 Mar 20
Scottish Borders,HSC partnership,596,All,551,Sex,-7.6,08 Mar 20
Shetland Islands,HSC partnership,133,All,150,Sex,12.8,08 Mar 20
South Ayrshire,HSC partnership,680.5,All,647,Sex,-4.9,08 Mar 20
South Lanarkshire,HSC partnership,1976,All,1908,Sex,-3.4,08 Mar 20
West Dunbartonshire,HSC partnership,347,All,338,Sex,-2.6,08 Mar 20
West Lothian,HSC partnership,1088,All,1134,Sex,4.2,08 Mar 20
Western Isles,HSC partnership,118,All,105,Sex,-11,08 Mar 20
Aberdeen City,HSC partnership,909.5,All,853,Sex,-6.2,15 Mar 20
Aberdeenshire,HSC partnership,530,All,510,Sex,-3.8,15 Mar 20
Angus,HSC partnership,200.5,All,183,Sex,-8.7,15 Mar 20
Argyll & Bute,HSC partnership,234.5,All,241,Sex,2.8,15 Mar 20
Clackmannanshire & Stirling,HSC partnership,432,All,466,Sex,7.9,15 Mar 20
Dumfries & Galloway,HSC partnership,869,All,840,Sex,-3.3,15 Mar 20
Dundee City,HSC partnership,579.5,All,569,Sex,-1.8,15 Mar 20
East Ayrshire,HSC partnership,756,All,677,Sex,-10.4,15 Mar 20
East Dunbartonshire,HSC partnership,388.5,All,361,Sex,-7.1,15 Mar 20
East Lothian,HSC partnership,493,All,430,Sex,-12.8,15 Mar 20
East Renfrewshire,HSC partnership,396.5,All,323,Sex,-18.5,15 Mar 20
Edinburgh,HSC partnership,2113.5,All,2025,Sex,-4.2,15 Mar 20
Falkirk,HSC partnership,755.5,All,717,Sex,-5.1,15 Mar 20
Fife,HSC partnership,1373.5,All,1307,Sex,-4.8,15 Mar 20
Glasgow City,HSC partnership,3545,All,2875,Sex,-18.9,15 Mar 20
Highland,HSC partnership,934.5,All,855,Sex,-8.5,15 Mar 20
Inverclyde,HSC partnership,578.5,All,549,Sex,-5.1,15 Mar 20
Midlothian,HSC partnership,555.5,All,504,Sex,-9.3,15 Mar 20
Moray,HSC partnership,472.5,All,489,Sex,3.5,15 Mar 20
NHS Ayrshire & Arran,Health board,2178,All,1929,Sex,-11.4,15 Mar 20
NHS Borders,Health board,546.5,All,500,Sex,-8.5,15 Mar 20
NHS Dumfries & Galloway,Health board,890.5,All,867,Sex,-2.6,15 Mar 20
NHS Fife,Health board,1249.5,All,1184,Sex,-5.2,15 Mar 20
NHS Forth Valley,Health board,1220,All,1209,Sex,-0.9,15 Mar 20
NHS Grampian,Health board,1942,All,1890,Sex,-2.7,15 Mar 20
NHS Greater Glasgow & Clyde,Health board,7131.5,All,6102,Sex,-14.4,15 Mar 20
NHS Highland,Health board,1113,All,1026,Sex,-7.8,15 Mar 20
NHS Lanarkshire,Health board,4210,All,3460,Sex,-17.8,15 Mar 20
NHS Lothian,Health board,4447,All,4171,Sex,-6.2,15 Mar 20
NHS Orkney,Health board,121,All,126,Sex,4.1,15 Mar 20
NHS Shetland,Health board,140.5,All,128,Sex,-8.9,15 Mar 20
NHS Tayside,Health board,1407.5,All,1358,Sex,-3.5,15 Mar 20
NHS Western Isles,Health board,128,All,102,Sex,-20.3,15 Mar 20
North Ayrshire,HSC partnership,802.5,All,706,Sex,-12,15 Mar 20
North Lanarkshire,HSC partnership,2493,All,2118,Sex,-15,15 Mar 20
Orkney Islands,HSC partnership,114.5,All,124,Sex,8.3,15 Mar 20
Perth & Kinross,HSC partnership,525.5,All,507,Sex,-3.5,15 Mar 20
Renfrewshire,HSC partnership,1192,All,1070,Sex,-10.2,15 Mar 20
Scotland,Scotland,26725,All,24052,Sex,-10,15 Mar 20
Scottish Borders,HSC partnership,545,All,510,Sex,-6.4,15 Mar 20
Shetland Islands,HSC partnership,136,All,123,Sex,-9.6,15 Mar 20
South Ayrshire,HSC partnership,673.5,All,604,Sex,-10.3,15 Mar 20
South Lanarkshire,HSC partnership,2090,All,1638,Sex,-21.6,15 Mar 20
West Dunbartonshire,HSC partnership,384.5,All,352,Sex,-8.5,15 Mar 20
West Lothian,HSC partnership,1098,All,1033,Sex,-5.9,15 Mar 20
Western Isles,HSC partnership,131,All,105,Sex,-19.8,15 Mar 20
Aberdeen City,HSC partnership,964.5,All,595,Sex,-38.3,22 Mar 20
Aberdeenshire,HSC partnership,578,All,390,Sex,-32.5,22 Mar 20
Angus,HSC partnership,211.5,All,140,Sex,-33.8,22 Mar 20
Argyll & Bute,HSC partnership,250.5,All,146,Sex,-41.7,22 Mar 20
Clackmannanshire & Stirling,HSC partnership,475.5,All,300,Sex,-36.9,22 Mar 20
Dumfries & Galloway,HSC partnership,808.5,All,548,Sex,-32.2,22 Mar 20
Dundee City,HSC partnership,600,All,390,Sex,-35,22 Mar 20
East Ayrshire,HSC partnership,724,All,544,Sex,-24.9,22 Mar 20
East Dunbartonshire,HSC partnership,415,All,240,Sex,-42.2,22 Mar 20
East Lothian,HSC partnership,488,All,334,Sex,-31.6,22 Mar 20
East Renfrewshire,HSC partnership,407.5,All,260,Sex,-36.2,22 Mar 20
Edinburgh,HSC partnership,2125.5,All,1444,Sex,-32.1,22 Mar 20
Falkirk,HSC partnership,774,All,540,Sex,-30.2,22 Mar 20
Fife,HSC partnership,1463,All,878,Sex,-40,22 Mar 20
Glasgow City,HSC partnership,3560,All,1767,Sex,-50.4,22 Mar 20
Highland,HSC partnership,970,All,621,Sex,-36,22 Mar 20
Inverclyde,HSC partnership,596,All,382,Sex,-35.9,22 Mar 20
Midlothian,HSC partnership,570,All,368,Sex,-35.4,22 Mar 20
Moray,HSC partnership,455,All,318,Sex,-30.1,22 Mar 20
NHS Ayrshire & Arran,Health board,2125,All,1405,Sex,-33.9,22 Mar 20
NHS Borders,Health board,573.5,All,378,Sex,-34.1,22 Mar 20
NHS Dumfries & Galloway,Health board,832.5,All,565,Sex,-32.1,22 Mar 20
NHS Fife,Health board,1341,All,807,Sex,-39.8,22 Mar 20
NHS Forth Valley,Health board,1286,All,848,Sex,-34.1,22 Mar 20
NHS Grampian,Health board,2037,All,1318,Sex,-35.3,22 Mar 20
NHS Greater Glasgow & Clyde,Health board,7159.5,All,3876,Sex,-45.9,22 Mar 20
NHS Highland,Health board,1169,All,737,Sex,-37,22 Mar 20
NHS Lanarkshire,Health board,4179,All,2396,Sex,-42.7,22 Mar 20
NHS Lothian,Health board,4470,All,3002,Sex,-32.8,22 Mar 20
NHS Orkney,Health board,118.5,All,80,Sex,-32.5,22 Mar 20
NHS Shetland,Health board,151.5,All,87,Sex,-42.6,22 Mar 20
NHS Tayside,Health board,1439,All,943,Sex,-34.5,22 Mar 20
NHS Western Isles,Health board,123.5,All,76,Sex,-38.5,22 Mar 20
North Ayrshire,HSC partnership,798,All,499,Sex,-37.5,22 Mar 20
North Lanarkshire,HSC partnership,2434,All,1440,Sex,-40.8,22 Mar 20
Orkney Islands,HSC partnership,117,All,75,Sex,-35.9,22 Mar 20
Perth & Kinross,HSC partnership,528.5,All,348,Sex,-34.2,22 Mar 20
Renfrewshire,HSC partnership,1165,All,682,Sex,-41.5,22 Mar 20
Scotland,Scotland,27005,All,16518,Sex,-38.8,22 Mar 20
Scottish Borders,HSC partnership,575,All,382,Sex,-33.6,22 Mar 20
Shetland Islands,HSC partnership,147,All,85,Sex,-42.2,22 Mar 20
South Ayrshire,HSC partnership,669,All,383,Sex,-42.8,22 Mar 20
South Lanarkshire,HSC partnership,2077,All,1141,Sex,-45.1,22 Mar 20
West Dunbartonshire,HSC partnership,389,All,230,Sex,-40.9,22 Mar 20
West Lothian,HSC partnership,1078,All,755,Sex,-30,22 Mar 20
Western Isles,HSC partnership,119.5,All,73,Sex,-38.9,22 Mar 20
Aberdeen City,HSC partnership,868.5,All,403,Sex,-53.6,29 Mar 20
Aberdeenshire,HSC partnership,543.5,All,289,Sex,-46.8,29 Mar 20
Angus,HSC partnership,218.5,All,100,Sex,-54.2,29 Mar 20
Argyll & Bute,HSC partnership,258.5,All,79,Sex,-69.4,29 Mar 20
Clackmannanshire & Stirling,HSC partnership,469.5,All,234,Sex,-50.2,29 Mar 20
Dumfries & Galloway,HSC partnership,852.5,All,417,Sex,-51.1,29 Mar 20
Dundee City,HSC partnership,596.5,All,240,Sex,-59.8,29 Mar 20
East Ayrshire,HSC partnership,773.5,All,309,Sex,-60.1,29 Mar 20
East Dunbartonshire,HSC partnership,397.5,All,145,Sex,-63.5,29 Mar 20
East Lothian,HSC partnership,497,All,233,Sex,-53.1,29 Mar 20
East Renfrewshire,HSC partnership,412,All,130,Sex,-68.4,29 Mar 20
Edinburgh,HSC partnership,2208.5,All,1033,Sex,-53.2,29 Mar 20
Falkirk,HSC partnership,802.5,All,352,Sex,-56.1,29 Mar 20
Fife,HSC partnership,1413,All,567,Sex,-59.9,29 Mar 20
Glasgow City,HSC partnership,3437,All,1119,Sex,-67.4,29 Mar 20
Highland,HSC partnership,943.5,All,396,Sex,-58,29 Mar 20
Inverclyde,HSC partnership,604.5,All,267,Sex,-55.8,29 Mar 20
Midlothian,HSC partnership,553,All,267,Sex,-51.7,29 Mar 20
Moray,HSC partnership,461.5,All,222,Sex,-51.9,29 Mar 20
NHS Ayrshire & Arran,Health board,2227,All,916,Sex,-58.9,29 Mar 20
NHS Borders,Health board,602,All,287,Sex,-52.3,29 Mar 20
NHS Dumfries & Galloway,Health board,888.5,All,429,Sex,-51.7,29 Mar 20
NHS Fife,Health board,1276,All,521,Sex,-59.2,29 Mar 20
NHS Forth Valley,Health board,1304.5,All,604,Sex,-53.7,29 Mar 20
NHS Grampian,Health board,1912.5,All,928,Sex,-51.5,29 Mar 20
NHS Greater Glasgow & Clyde,Health board,7158.5,All,2339,Sex,-67.3,29 Mar 20
NHS Highland,Health board,1197.5,All,448,Sex,-62.6,29 Mar 20
NHS Lanarkshire,Health board,3954,All,1752,Sex,-55.7,29 Mar 20
NHS Lothian,Health board,4473,All,2112,Sex,-52.8,29 Mar 20
NHS Orkney,Health board,113.5,All,52,Sex,-54.2,29 Mar 20
NHS Shetland,Health board,148,All,53,Sex,-64.2,29 Mar 20
NHS Tayside,Health board,1459,All,569,Sex,-61,29 Mar 20
NHS Western Isles,Health board,144,All,49,Sex,-66,29 Mar 20
North Ayrshire,HSC partnership,742.5,All,357,Sex,-51.9,29 Mar 20
North Lanarkshire,HSC partnership,2320.5,All,1021,Sex,-56,29 Mar 20
Orkney Islands,HSC partnership,108.5,All,53,Sex,-51.2,29 Mar 20
Perth & Kinross,HSC partnership,523,All,201,Sex,-61.6,29 Mar 20
Renfrewshire,HSC partnership,1236,All,406,Sex,-67.2,29 Mar 20
Scotland,Scotland,26858,All,11059,Sex,-58.8,29 Mar 20
Scottish Borders,HSC partnership,597,All,292,Sex,-51.1,29 Mar 20
Shetland Islands,HSC partnership,147,All,50,Sex,-66,29 Mar 20
South Ayrshire,HSC partnership,749.5,All,263,Sex,-64.9,29 Mar 20
South Lanarkshire,HSC partnership,2019.5,All,796,Sex,-60.6,29 Mar 20
West Dunbartonshire,HSC partnership,374.5,All,128,Sex,-65.8,29 Mar 20
West Lothian,HSC partnership,1010,All,527,Sex,-47.8,29 Mar 20
Western Isles,HSC partnership,135,All,46,Sex,-65.9,29 Mar 20
Aberdeen City,HSC partnership,821.5,All,434,Sex,-47.2,05 Apr 20
Aberdeenshire,HSC partnership,521.5,All,321,Sex,-38.4,05 Apr 20
Angus,HSC partnership,201.5,All,98,Sex,-51.4,05 Apr 20
Argyll & Bute,HSC partnership,261.5,All,81,Sex,-69,05 Apr 20
Clackmannanshire & Stirling,HSC partnership,459,All,190,Sex,-58.6,05 Apr 20
Dumfries & Galloway,HSC partnership,817.5,All,452,Sex,-44.7,05 Apr 20
Dundee City,HSC partnership,535.5,All,239,Sex,-55.4,05 Apr 20
East Ayrshire,HSC partnership,720,All,331,Sex,-54,05 Apr 20
East Dunbartonshire,HSC partnership,378.5,All,161,Sex,-57.5,05 Apr 20
East Lothian,HSC partnership,467.5,All,251,Sex,-46.3,05 Apr 20
East Renfrewshire,HSC partnership,384.5,All,145,Sex,-62.3,05 Apr 20
Edinburgh,HSC partnership,2115.5,All,1051,Sex,-50.3,05 Apr 20
Falkirk,HSC partnership,730,All,329,Sex,-54.9,05 Apr 20
Fife,HSC partnership,1401.5,All,572,Sex,-59.2,05 Apr 20
Glasgow City,HSC partnership,3325.5,All,1310,Sex,-60.6,05 Apr 20
Highland,HSC partnership,868,All,392,Sex,-54.8,05 Apr 20
Inverclyde,HSC partnership,578.5,All,205,Sex,-64.6,05 Apr 20
Midlothian,HSC partnership,532.5,All,284,Sex,-46.7,05 Apr 20
Moray,HSC partnership,436.5,All,227,Sex,-48,05 Apr 20
NHS Ayrshire & Arran,Health board,2120.5,All,976,Sex,-54,05 Apr 20
NHS Borders,Health board,591,All,279,Sex,-52.8,05 Apr 20
NHS Dumfries & Galloway,Health board,875.5,All,456,Sex,-47.9,05 Apr 20
NHS Fife,Health board,1255.5,All,518,Sex,-58.7,05 Apr 20
NHS Forth Valley,Health board,1217.5,All,533,Sex,-56.2,05 Apr 20
NHS Grampian,Health board,1803,All,993,Sex,-44.9,05 Apr 20
NHS Greater Glasgow & Clyde,Health board,6775.5,All,2484,Sex,-63.3,05 Apr 20
NHS Highland,Health board,1125.5,All,444,Sex,-60.6,05 Apr 20
NHS Lanarkshire,Health board,3917.5,All,1712,Sex,-56.3,05 Apr 20
NHS Lothian,Health board,4358,All,2126,Sex,-51.2,05 Apr 20
NHS Orkney,Health board,118,All,47,Sex,-60.2,05 Apr 20
NHS Shetland,Health board,137.5,All,61,Sex,-55.6,05 Apr 20
NHS Tayside,Health board,1386,All,609,Sex,-56.1,05 Apr 20
NHS Western Isles,Health board,136,All,38,Sex,-72.1,05 Apr 20
North Ayrshire,HSC partnership,765,All,372,Sex,-51.4,05 Apr 20
North Lanarkshire,HSC partnership,2324,All,987,Sex,-57.5,05 Apr 20
Orkney Islands,HSC partnership,108.5,All,44,Sex,-59.4,05 Apr 20
Perth & Kinross,HSC partnership,509,All,232,Sex,-54.4,05 Apr 20
Renfrewshire,HSC partnership,1126.5,All,341,Sex,-69.7,05 Apr 20
Scotland,Scotland,25817,All,11276,Sex,-56.3,05 Apr 20
Scottish Borders,HSC partnership,591,All,283,Sex,-52.1,05 Apr 20
Shetland Islands,HSC partnership,136.5,All,58,Sex,-57.5,05 Apr 20
South Ayrshire,HSC partnership,668.5,All,286,Sex,-57.2,05 Apr 20
South Lanarkshire,HSC partnership,1923.5,All,807,Sex,-58,05 Apr 20
West Dunbartonshire,HSC partnership,370,All,135,Sex,-63.5,05 Apr 20
West Lothian,HSC partnership,1028,All,507,Sex,-50.7,05 Apr 20
Western Isles,HSC partnership,128,All,34,Sex,-73.4,05 Apr 20
Aberdeen City,HSC partnership,857,All,464,Sex,-45.9,12 Apr 20
Aberdeenshire,HSC partnership,532,All,305,Sex,-42.7,12 Apr 20
Angus,HSC partnership,217,All,109,Sex,-49.8,12 Apr 20
Argyll & Bute,HSC partnership,237,All,97,Sex,-59.1,12 Apr 20
Clackmannanshire & Stirling,HSC partnership,451.5,All,184,Sex,-59.2,12 Apr 20
Dumfries & Galloway,HSC partnership,892.5,All,438,Sex,-50.9,12 Apr 20
Dundee City,HSC partnership,554.5,All,261,Sex,-52.9,12 Apr 20
East Ayrshire,HSC partnership,703,All,367,Sex,-47.8,12 Apr 20
East Dunbartonshire,HSC partnership,382.5,All,156,Sex,-59.2,12 Apr 20
East Lothian,HSC partnership,442,All,269,Sex,-39.1,12 Apr 20
East Renfrewshire,HSC partnership,376,All,176,Sex,-53.2,12 Apr 20
Edinburgh,HSC partnership,1987,All,1014,Sex,-49,12 Apr 20
Falkirk,HSC partnership,739.5,All,316,Sex,-57.3,12 Apr 20
Fife,HSC partnership,1404,All,533,Sex,-62,12 Apr 20
Glasgow City,HSC partnership,3307.5,All,1324,Sex,-60,12 Apr 20
Highland,HSC partnership,939,All,428,Sex,-54.4,12 Apr 20
Inverclyde,HSC partnership,553.5,All,202,Sex,-63.5,12 Apr 20
Midlothian,HSC partnership,502.5,All,257,Sex,-48.9,12 Apr 20
Moray,HSC partnership,436.5,All,262,Sex,-40,12 Apr 20
NHS Ayrshire & Arran,Health board,2191.5,All,1130,Sex,-48.4,12 Apr 20
NHS Borders,Health board,594.5,All,314,Sex,-47.2,12 Apr 20
NHS Dumfries & Galloway,Health board,951.5,All,452,Sex,-52.5,12 Apr 20
NHS Fife,Health board,1274,All,486,Sex,-61.9,12 Apr 20
NHS Forth Valley,Health board,1211.5,All,508,Sex,-58.1,12 Apr 20
NHS Grampian,Health board,1861.5,All,1036,Sex,-44.3,12 Apr 20
NHS Greater Glasgow & Clyde,Health board,6736,All,2569,Sex,-61.9,12 Apr 20
NHS Highland,Health board,1174,All,507,Sex,-56.8,12 Apr 20
NHS Lanarkshire,Health board,3885,All,1930,Sex,-50.3,12 Apr 20
NHS Lothian,Health board,4144.5,All,2116,Sex,-48.9,12 Apr 20
NHS Orkney,Health board,132.5,All,49,Sex,-63,12 Apr 20
NHS Shetland,Health board,154,All,78,Sex,-49.4,12 Apr 20
NHS Tayside,Health board,1428.5,All,652,Sex,-54.4,12 Apr 20
NHS Western Isles,Health board,131.5,All,39,Sex,-70.3,12 Apr 20
North Ayrshire,HSC partnership,780,All,414,Sex,-46.9,12 Apr 20
North Lanarkshire,HSC partnership,2244.5,All,1091,Sex,-51.4,12 Apr 20
Orkney Islands,HSC partnership,124.5,All,47,Sex,-62.2,12 Apr 20
Perth & Kinross,HSC partnership,533.5,All,234,Sex,-56.1,12 Apr 20
Renfrewshire,HSC partnership,1128,All,362,Sex,-67.9,12 Apr 20
Scotland,Scotland,25870.5,All,11866,Sex,-54.1,12 Apr 20
Scottish Borders,HSC partnership,582.5,All,314,Sex,-46.1,12 Apr 20
Shetland Islands,HSC partnership,148.5,All,78,Sex,-47.5,12 Apr 20
South Ayrshire,HSC partnership,700.5,All,376,Sex,-46.3,12 Apr 20
South Lanarkshire,HSC partnership,1988,All,972,Sex,-51.1,12 Apr 20
West Dunbartonshire,HSC partnership,382.5,All,145,Sex,-62.1,12 Apr 20
West Lothian,HSC partnership,1003,All,520,Sex,-48.2,12 Apr 20
Western Isles,HSC partnership,130,All,39,Sex,-70,12 Apr 20
Aberdeen City,HSC partnership,962.5,All,477,Sex,-50.4,19 Apr 20
Aberdeenshire,HSC partnership,583.5,All,301,Sex,-48.4,19 Apr 20
Angus,HSC partnership,218.5,All,111,Sex,-49.2,19 Apr 20
Argyll & Bute,HSC partnership,267.5,All,91,Sex,-66,19 Apr 20
Clackmannanshire & Stirling,HSC partnership,462,All,222,Sex,-51.9,19 Apr 20
Dumfries & Galloway,HSC partnership,879,All,431,Sex,-51,19 Apr 20
Dundee City,HSC partnership,607,All,303,Sex,-50.1,19 Apr 20
East Ayrshire,HSC partnership,780,All,413,Sex,-47.1,19 Apr 20
East Dunbartonshire,HSC partnership,412,All,195,Sex,-52.7,19 Apr 20
East Lothian,HSC partnership,487,All,254,Sex,-47.8,19 Apr 20
East Renfrewshire,HSC partnership,412.5,All,207,Sex,-49.8,19 Apr 20
Edinburgh,HSC partnership,2137.5,All,1090,Sex,-49,19 Apr 20
Falkirk,HSC partnership,805.5,All,354,Sex,-56.1,19 Apr 20
Fife,HSC partnership,1516,All,607,Sex,-60,19 Apr 20
Glasgow City,HSC partnership,3603,All,1511,Sex,-58.1,19 Apr 20
Highland,HSC partnership,998,All,460,Sex,-53.9,19 Apr 20
Inverclyde,HSC partnership,619,All,228,Sex,-63.2,19 Apr 20
Midlothian,HSC partnership,541.5,All,328,Sex,-39.4,19 Apr 20
Moray,HSC partnership,515,All,252,Sex,-51.1,19 Apr 20
NHS Ayrshire & Arran,Health board,2267.5,All,1204,Sex,-46.9,19 Apr 20
NHS Borders,Health board,652,All,353,Sex,-45.9,19 Apr 20
NHS Dumfries & Galloway,Health board,934.5,All,435,Sex,-53.5,19 Apr 20
NHS Fife,Health board,1384,All,559,Sex,-59.6,19 Apr 20
NHS Forth Valley,Health board,1317,All,578,Sex,-56.1,19 Apr 20
NHS Grampian,Health board,2109.5,All,1042,Sex,-50.6,19 Apr 20
NHS Greater Glasgow & Clyde,Health board,7429.5,All,2954,Sex,-60.2,19 Apr 20
NHS Highland,Health board,1290,All,522,Sex,-59.5,19 Apr 20
NHS Lanarkshire,Health board,4335,All,2052,Sex,-52.7,19 Apr 20
NHS Lothian,Health board,4523,All,2288,Sex,-49.4,19 Apr 20
NHS Orkney,Health board,124,All,50,Sex,-59.7,19 Apr 20
NHS Shetland,Health board,141,All,82,Sex,-41.8,19 Apr 20
NHS Tayside,Health board,1510.5,All,729,Sex,-51.7,19 Apr 20
NHS Western Isles,Health board,143.5,All,44,Sex,-69.3,19 Apr 20
North Ayrshire,HSC partnership,822,All,428,Sex,-47.9,19 Apr 20
North Lanarkshire,HSC partnership,2601.5,All,1191,Sex,-54.2,19 Apr 20
Orkney Islands,HSC partnership,115.5,All,51,Sex,-55.8,19 Apr 20
